Restaurant	Price	Food	Service	Review
La Fondue - Grenoble	No Opinion	Positive	Positive	C’est toujours un ravissement de venir à la fondue. Cette fois fondue savoyarde pour toute la famille. Les meilleurs fromages recherchés pour offrir aux clients le meilleur et c’est vraiment un moment unique. Nous nous sommes régalés et nous gardons dans le cœur cette soirée qui n’a pas seulement ravis nos papilles, mais aussi laissé un souvenir tellement précieux, à passer en famille ou entre amis. Sandy, la patronne est à votre écoute avec une gentillesse rare, et sa bonne humeur réchauffe les froides soirées d’hiver. Enseigne à découvrir ou redécouvrir, je n’ai que des éloges à l’égard de Sandy et tout son personnel. Caroline.
La Belle Idée - Grenoble	No Opinion	Positive	Positive	Belle table, pour un déjeuner,un dîner entre amis ou en famille, c'est l'adresse à Grenoble. On y trouve des plats régionaux, plats copieux, pleins de saveurs. Service chaleureux, pleins d'attentions. Ambiance très agréable. À disposition, terrasse, et salle.
Brasserie Georges - Lyon	No Opinion	Positive	No Opinion	Content de ce déjeuner, plats de bonne qualité et bien présentés, salle qui fait la notoriété du lieu. L'omelette norvégienne, généreuse, ne déçoit pas. Ne pas hésiter à se rappeler au serveur, vu le nombre de tables il a pu vous oublier un peu
Les 3 Brasseurs - Echirolles	Positive	Positive	Positive	belle découverte. Pas besoin de réserver. Personnel jeune sympa. Les plats sont bons (poutine et flamiche) copieux. La bière de Noel est excellente. Bon rapport qualité prix. Le mardi flamiches et bière à volonté. On y retournera
Les Jardins de Sainte-Cécile - Grenoble	Negative	Mixed	No Opinion	Le cadre est tres sympa. Nous avons beaucoup apprecie le foie gras en entree et le filet de sandre en plat mais avons ete déçu  par la tomate buffala peu goutu et l agneau. C est un peu cher par rapport a ce que l on a ds l assiette.
L'Entrecôte	No Opinion	Positive	Positive	Le concept de ce restaurant est sympa, menu unique avec viande et sa sauce secrète et frite maison Cadre et service agréable
Brasserie Georges - Lyon	Mixed	Mixed	Positive	Essayer de ne pas y aller en dehors des heures habituelles : une brasserie qui fait en moyenne 3 000 repas jour est forcément bruyante et fréquentée à ces moments là ! Surtout que la cadre est historique.  Typique. Cuisine traditionnelle. Service professionnel et aimable.  Un menu est proposé à prix correct (29 €).  Une belle carte de vins.  Et même des bières Georges.
Les Grands Buffets - Narbonne	No Opinion	Positive	Positive	Pas de mots pour expliquer, c'est juste wawww, c'est délicieux, magnifique personnel au top!! Nous avons vraiment l'impression d'être un invité spécial !!! Je vous le conseille vivement ,allez -y led yeux fermés !!! ❤️😍
L'Entrecôte	No Opinion	Positive	Positive	Service rapide et un repas de qualité. On retrouve dans ce restaurant tout ce que l’on attend d’un restaurant mono plat. La viande est très bonne et la sauce aussi. Les frites sont à volontés.
Brasserie Georges - Lyon	No Opinion	Positive	No Opinion	Je ne sais par où commencer….. j’ai un thon snacké (mi-cuit) avec son risotto à la tomate vraiment excellent , j’ai goûté le boudin noir à mon mari, c’est pareil, jamais mangé de boudin aussi bon ….. chou a la crème délicieu , et île flottante à la praline vraiment très bonne ambiance spéciale brasserie très particulière et encore plus aux moments des fêtes…… je recommande à faire quand on vient à Lyon
Les Grands Buffets - Narbonne	No Opinion	Negative	Negative	Très très déçu par le restaurant.  Beaucoup d’engouement autour de ce restaurant, mais qui n’en vaut pas la peine.  Beaucoup trop de monde, bousculade dans les allées. Les plats sont corrects mais vraiment sans plus, rien d’exceptionnel, la côte de bœuf moyenne, les cuisses de grenouille idem… Je ne recommande pas du tout ce restaurant de « pseudo-influenceur ».  Pour couronner le tout, nous avions prévenu lors de notre réservation que nous serons accompagnés d’une poussette, résultat poussette refusée et notre enfant d’un mois a été obligé de se retrouver sur une chaise haute, vraiment pas adéquat.
L'Entrecôte	No Opinion	Positive	Positive	Que dire sur cet établissement. De l'accueil au service tout est parfait. Je vais souvent dans cet établissement, je n'y ai jamais connu de fautes. Dans l'assiette comme dans le service tout est parfait.
Brasserie Georges - Lyon	No Opinion	No Opinion	Negative	Grosse déception pour cette expérience dont je me réjouissais, nous avons été placé, contre notre gré, dans un petit salon et non dans la grande salle. Cette salle était borgne bruyante , on était à 5 sur une table prévue pour 4 .....et on n'avait pas l'ambiance de la brasserie évidemment.... On vient d'abord pour l'ambiance !! Qui plus est le service a été très mal fait par F....(long et des erreurs) bref DECEPTIONS .... Et la question qui me taraude pourquoi nous dans ce salon alors que des personnes qui n'avaient pas réservé non plus ont été dans la grande salle ???
Le Marrakech - Annecy	No Opinion	Positive	Positive	Un service rapide et efficace  La nourriture très bonne  De l’entrée à là brick au tajine … à faire  Le cocktail maison est parfait ´  Un petit verre de la menthe…. Pour clôturer
Le Chalet Restaurant - Annecy	No Opinion	Positive	Positive	Restaurant typique haut savoyard, nous avons passé un bon moment, les plats sont copieux et bon, le service au top! Merci a vous.
Le Gratin Dauphinois - Grenoble	Positive	Mixed	Positive	Bonjour  une salade copieuse, bons ingrédients  mais trop arrosée de sauce  dommage  bon service et rapide et personnel aimable et disponible  Cordialement Arnaud
Le Marrakech - Annecy	No Opinion	No Opinion	Negative	Le maître des lieux a réussi la prouesse de nous gâcher la soirée.  En premier lieu, le responsable a commencer par dénigrer la concurrence tout en vantant la qualité de ses services. Cette bassesse commerciale, qui ressemblait fort à un tissus de calomnies, a eu pour seul effet de briser notre élan jovial, créer par l'envie de passer un bon moment ensemble.  La suite a malheureusement été à l'image de ces premiers instants. Nous fûmes surpris de constater l'absence d'une des viandes de notre plat principal. Nous nous sommes alors permis de le notifier au responsable qui nous a eu l'audace de nous rejeter la faute. Oui, nous aurions dû lui demander si la livraison de mouton avait bien été faite. Stupéfaction ! Il semblerait qu'il soit nécessaire de vous assurer que le chef de cuisine est bien l'ensemble des ingrédients avant de commander ! Et pour couronner le tout, il va s'en dire qu'aucun geste commerciale n'a été réalisé sur l'addition. Après tout, la part du mouton avait été compensé par une grosse cuisse de poulet...  Je vous déconseille ce restaurant
Bistrot André - Grenoble	Positive	Positive	Positive	Nous avons aimé la démarche de réservation, l'accueil au téléphone et in vivo. nous avons  apprécié l'extrême gentillesse du personnel et particulièrement de la dame oenologue. Le repas était bien rythmé, les cuissons parfaites et les vins de qualité et tout cela pour un prix honnête. Le cadre est réussi bien qu'un peu bruyant et , à notre avis, il faudrait interdire l'utilisation des téléphones portables, très dérangeants, surtout s'ils sont utilisés simultanément par toutes les personnes assisses à une même table, tout au long de la soirée.
Le Gratin Dauphinois - Grenoble	No Opinion	Positive	Positive	Service aux petits oignons, très agréable, souriant, rien a dire ! Les gratins sont délicieux et les desserts incroyable !! On reviendra très certainement 😁
La Fondue - Grenoble	No Opinion	Positive	Mixed	Une table correcte qui propose une carte savoyarde et des plats très copieux.  Le service est un peu long mais n enlève rien au charme de l endroit et à la sympathie du restaurateur qui nous a offert les digestifs.
Les 3 Brasseurs - Echirolles	No Opinion	Positive	Positive	Nous sommes arrivés vers 13H30 et avons émis le souhait  d être installés en terrasse. Même si celle-ci n était pas vraiment encore ouverte, notre hôtesse a accepté et visiblement avait envie de nous satisfaire. Après un petit instant ménage nous voilà installés au soleil. Une petite erreur sur la composition du cocktail (rhum à la place de la vodka) vite réparée dans rechigner. La carte très étoffée permet de contenter tout le monde. Nous avions prévu de manger des salades et nous avons été satisfaits. Manquait juste un peu de sauce vinaigrette dans la salade de mon amie.  En bref, je conseille ce restaurant pour l accueil, le choix des bières, la terrasse, la carte et le choix variés.
"""""""Terre Adélice - Lyon"""""""	Negative	Positive	No Opinion	"""""""Un bon service, des glaces qui sont justes excellentes! Nous avons testés des parfums dont nous avons pas l’habitude de goûter et c’était très bon! Mon mari a pris une composition du glacier et pour ma part j’ai pris figue, pêche du verger et frangipane ! Tout était très bon! Le seul point négatif est le prix mais la qualité et le bio se paye! A refaire!"""""""
Les Terrasses de Lyon - Lyon	No Opinion	Positive	Positive	Super cadre. Les plats sont excellents, très bien présentés. Pleins d’amuse bouche viennent compléter le repasLe personnel est top!
Bistrot André - Grenoble	No Opinion	Positive	Positive	Comme toujours délicieux avec un personnel très attentionné et une carte des vins très riche en découvertes et belles surprises
Une Semaine sur Deux - Grenoble	No Opinion	No Opinion	Negative	Réserver un mois à l'avance pour se retrouver sur une table ajoutée à la va-vite à coté de la porte et en plein courant d'air, autant nous faire manger sur le trottoir en plein hiver. Vraiment décevant de la aprt d'un resto qui se veut d'un certain standing
Le Gurtlerhoft - Strasbourg	No Opinion	Negative	No Opinion	Bonjour Nous sommes déjà venu à plusieurs reprises, mais cette fois nous avons trouvé que le backoffe était moins savoureux que le fois précédente. Il y a quelque chose qui a changé dans le recette ? (Constat de 3 personnes à notre table )
La veyrie - Bernin	No Opinion	Positive	Positive	Nous avons mangé dans un super cadre avec de très bons plats bien présentés. De plus, le service est sympathique et pro, je recommande !
Brasserie Chavant Grenoble	No Opinion	Positive	Positive	Très bonne adresse sur Grenoble. Très bon plat et un service impeccable. Nous n’avons jamais été déçus . Nous y retournerons !!!!
La Fondue - Grenoble	No Opinion	Positive	No Opinion	Bonne expérience, bon restaurant. Fondue excellente et viande a griller succulentes. Ambiance chaleureuse. Petit bémol sur la place qui manque et nous étions serrés. De plus la clim puis la porte ouverte durant tout le repas, cela est vraiment désagréable.
Les 3 Brasseurs - Echirolles	No Opinion	Positive	Negative	Habitués de cette enseigne dans le Pas de Calais, nous avons été très déçus. On nous apporte l’apéritif après le plat en nous disant que le bar a du retard. Par contre on a attendu le dessert après la commande. Installés près du bar, on a pu constater le problème d’organisation. De plus pour présenter une bière avec de la mousse le barman en rajoute à la tireuse même si ce n’est pas la même bière. Les plats étaient bons.
